meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.22,0.033,0.221,0.204,0.237,0.033,2.318,8.617,0.831,0.182,0.202,0.22,0.181,0.048,0.279,1.012,0.023,9.867,9.844,0.102,female
0.216,0.038,0.218,0.197,0.24,0.043,1.68,5.105,0.862,0.255,0.221,0.216,0.148,0.049,0.273,1.335,0.023,9.703,9.68,0.134,female
0.212,0.033,0.207,0.198,0.229,0.031,3.514,17.274,0.814,0.187,0.2,0.212,0.162,0.049,0.279,1.696,0.023,9.516,9.492,0.156,female
0.227,0.039,0.239,0.196,0.259,0.063,2.379,9.022,0.846,0.191,0.259,0.227,0.178,0.048,0.276,1.921,0.188,9.141,8.953,0.198,female
0.218,0.042,0.214,0.195,0.251,0.057,1.772,5.692,0.866,0.262,0.207,0.218,0.176,0.049,0.279,1.06,0.023,8.813,8.789,0.083,female
0.214,0.031,0.217,0.204,0.227,0.023,2.864,11.918,0.805,0.188,0.216,0.214,0.17,0.049,0.277,1.244,0.023,9.047,9.023,0.081,female
0.216,0.038,0.221,0.201,0.237,0.036,2.386,9.117,0.848,0.24,0.214,0.216,0.177,0.047,0.279,1.029,0.023,4.313,4.289,0.145,female
0.224,0.038,0.229,0.205,0.248,0.043,1.641,4.947,0.859,0.234,0.235,0.224,0.174,0.048,0.277,1.835,0.023,10.172,10.148,0.105,female
0.223,0.036,0.221,0.204,0.25,0.045,1.653,5.517,0.858,0.191,0.22,0.223,0.17,0.047,0.279,1.25,0.234,8.766,8.531,0.095,female
0.214,0.028,0.211,0.204,0.232,0.029,3.484,17.295,0.799,0.158,0.205,0.214,0.171,0.053,0.279,1.26,0.023,8.133,8.109,0.106,female
0.217,0.035,0.218,0.206,0.237,0.031,2.511,10.016,0.85,0.229,0.216,0.217,0.165,0.048,0.276,1.32,0.023,7.898,7.875,0.077,female
0.21,0.033,0.211,0.192,0.227,0.035,2.485,9.304,0.838,0.202,0.19,0.21,0.18,0.047,0.277,1.191,0.188,8.625,8.438,0.083,female
0.22,0.041,0.22,0.195,0.25,0.056,1.418,4.304,0.874,0.242,0.219,0.22,0.154,0.048,0.279,1.874,0.023,7.922,7.898,0.146,female
0.224,0.037,0.22,0.205,0.252,0.047,2.004,7.328,0.85,0.19,0.21,0.224,0.172,0.048,0.279,1.719,0.023,9.422,9.398,0.172,female
0.219,0.038,0.224,0.208,0.237,0.029,2.64,10.474,0.842,0.239,0.225,0.219,0.151,0.047,0.277,2.544,0.023,11.438,11.414,0.143,female
0.227,0.032,0.234,0.212,0.244,0.031,2.865,12.694,0.82,0.164,0.241,0.227,0.181,0.052,0.273,1.131,0.023,7.875,7.852,0.082,female
0.214,0.033,0.214,0.2,0.232,0.032,2.3,8.337,0.843,0.204,0.21,0.214,0.173,0.049,0.277,1.931,0.023,8.906,8.883,0.141,female
0.227,0.038,0.236,0.205,0.254,0.049,1.427,4.09,0.853,0.202,0.254,0.227,0.171,0.047,0.279,1.001,0.023,7.148,7.125,0.097,female
0.22,0.031,0.221,0.208,0.238,0.029,2.423,9.662,0.826,0.166,0.221,0.22,0.159,0.047,0.271,1.077,0.188,3.703,3.516,0.143,female
0.225,0.04,0.233,0.19,0.258,0.068,2.375,8.715,0.836,0.172,0.257,0.225,0.189,0.052,0.277,2.156,0.211,9.422,9.211,0.211,female
0.214,0.037,0.205,0.193,0.246,0.053,2.406,8.789,0.841,0.208,0.203,0.214,0.167,0.05,0.277,1.073,0.023,5.227,5.203,0.111,female
0.207,0.035,0.203,0.19,0.229,0.039,2.16,7.512,0.849,0.22,0.187,0.207,0.185,0.049,0.279,1.436,0.023,7.758,7.734,0.123,female
0.224,0.041,0.231,0.205,0.251,0.046,1.593,4.707,0.859,0.254,0.242,0.224,0.179,0.049,0.279,2.215,0.023,12.023,12,0.13,female
0.207,0.036,0.208,0.195,0.226,0.031,2.43,9.206,0.844,0.239,0.208,0.207,0.175,0.047,0.279,1.423,0.023,5.906,5.883,0.155,female
0.209,0.037,0.21,0.194,0.228,0.034,2.91,12.889,0.847,0.245,0.21,0.209,0.177,0.047,0.279,1.841,0.023,8.602,8.578,0.139,female
0.219,0.038,0.218,0.202,0.239,0.037,2.082,7.078,0.852,0.212,0.219,0.219,0.16,0.048,0.279,1.999,0.023,8.859,8.836,0.148,female
0.218,0.042,0.217,0.196,0.251,0.055,1.878,7.097,0.873,0.274,0.204,0.218,0.18,0.048,0.277,1.073,0.023,8.695,8.672,0.09,female
0.226,0.038,0.237,0.201,0.249,0.048,2.352,9.474,0.848,0.201,0.242,0.226,0.141,0.047,0.277,2.286,0.234,9.516,9.281,0.132,female
0.217,0.036,0.222,0.202,0.24,0.038,2.659,11.09,0.849,0.236,0.221,0.217,0.165,0.048,0.273,2.409,0.258,8.836,8.578,0.173,female
0.209,0.035,0.205,0.194,0.225,0.031,2.579,9.722,0.834,0.201,0.197,0.209,0.167,0.049,0.276,0.689,0.023,5.836,5.813,0.092,female
0.218,0.034,0.217,0.206,0.24,0.034,2.646,11.179,0.84,0.202,0.209,0.218,0.174,0.047,0.277,2.143,0.188,10.5,10.313,0.124,female
0.215,0.037,0.22,0.195,0.242,0.047,1.727,5.324,0.857,0.24,0.245,0.215,0.167,0.049,0.276,1.22,0.023,8.742,8.719,0.103,female
0.197,0.064,0.213,0.195,0.235,0.04,2.392,8.529,0.883,0.394,0.235,0.197,0.186,0.05,0.276,1.567,0.023,7.734,7.711,0.126,female
0.201,0.047,0.208,0.194,0.221,0.027,2.695,10.23,0.861,0.355,0.194,0.201,0.168,0.049,0.279,1.385,0.094,9.328,9.234,0.136,female
0.199,0.05,0.198,0.191,0.231,0.04,4.66,29.271,0.845,0.326,0.194,0.199,0.155,0.048,0.265,1.055,0.023,8.906,8.883,0.081,female
0.19,0.056,0.199,0.184,0.217,0.033,3.418,16.595,0.863,0.369,0.198,0.19,0.176,0.047,0.273,1.117,0.023,8.391,8.367,0.066,female
0.191,0.062,0.204,0.185,0.229,0.044,2.117,7.185,0.908,0.498,0.201,0.191,0.167,0.05,0.279,1.244,0.023,6.258,6.234,0.127,female
0.203,0.055,0.218,0.192,0.235,0.043,1.973,6.683,0.898,0.438,0.226,0.203,0.178,0.048,0.276,1.472,0.023,5.953,5.93,0.126,female
0.188,0.059,0.204,0.186,0.219,0.032,2.389,8.384,0.887,0.431,0.216,0.188,0.166,0.048,0.277,1.678,0.023,8.063,8.039,0.125,female
0.211,0.053,0.219,0.199,0.246,0.047,2.282,8.34,0.869,0.335,0.206,0.211,0.161,0.047,0.277,1.356,0.023,7.594,7.57,0.088,female
0.196,0.054,0.208,0.196,0.22,0.025,3.305,14.452,0.87,0.43,0.2,0.196,0.182,0.048,0.277,1.321,0.023,9.117,9.094,0.094,female
0.201,0.05,0.212,0.195,0.223,0.028,2.992,12.156,0.856,0.358,0.219,0.201,0.174,0.047,0.277,0.826,0.023,8.25,8.227,0.078,female
0.193,0.068,0.215,0.19,0.233,0.044,2.277,8.777,0.906,0.467,0.217,0.193,0.182,0.047,0.279,1.494,0.023,11.039,11.016,0.121,female
0.226,0.038,0.231,0.204,0.254,0.05,1.553,4.27,0.846,0.177,0.232,0.226,0.199,0.049,0.277,0.509,0.023,2.789,2.766,0.086,female
0.184,0.054,0.196,0.183,0.214,0.031,2.898,11.425,0.884,0.468,0.194,0.184,0.167,0.048,0.271,1.788,0.023,8.273,8.25,0.141,female
0.205,0.039,0.204,0.193,0.224,0.031,2.805,11.831,0.838,0.232,0.199,0.205,0.163,0.049,0.262,1.743,0.211,12.023,11.813,0.115,female
0.199,0.068,0.221,0.187,0.248,0.061,1.971,6.391,0.911,0.503,0.227,0.199,0.171,0.047,0.279,1.023,0.023,7.781,7.758,0.145,female
0.19,0.061,0.204,0.169,0.23,0.062,2.943,13.342,0.921,0.532,0.203,0.19,0.174,0.051,0.276,1.432,0.023,9.516,9.492,0.112,female
0.18,0.071,0.21,0.129,0.231,0.101,2.623,10.351,0.928,0.599,0.232,0.18,0.167,0.047,0.279,1.847,0.023,10.289,10.266,0.093,female
0.197,0.051,0.208,0.196,0.217,0.021,3.559,17.062,0.839,0.321,0.213,0.197,0.165,0.048,0.276,2.06,0.094,10.781,10.688,0.17,female
0.184,0.064,0.203,0.15,0.231,0.082,2.733,11.367,0.929,0.621,0.201,0.184,0.167,0.047,0.268,1.357,0.023,8.625,8.602,0.098,female
0.158,0.071,0.183,0.095,0.214,0.119,3.085,18.413,0.96,0.716,0.197,0.158,0.165,0.047,0.276,0.884,0.023,7.852,7.828,0.087,female
0.16,0.071,0.197,0.093,0.212,0.119,4.113,23.13,0.938,0.631,0.206,0.16,0.181,0.05,0.277,1.376,0.023,10.172,10.148,0.143,female
0.158,0.072,0.172,0.091,0.217,0.126,2.577,14.304,0.958,0.676,0.196,0.158,0.17,0.05,0.279,1.011,0.023,8.32,8.297,0.078,female
0.199,0.07,0.223,0.186,0.247,0.061,1.429,4.065,0.925,0.51,0.216,0.199,0.181,0.047,0.279,0.86,0.023,4.523,4.5,0.105,female
0.218,0.041,0.221,0.201,0.238,0.038,1.858,5.737,0.852,0.25,0.229,0.218,0.184,0.047,0.277,0.825,0.211,6.938,6.727,0.101,female
0.188,0.065,0.207,0.154,0.229,0.075,2.92,12.832,0.918,0.549,0.213,0.188,0.174,0.047,0.277,1.174,0.023,8.156,8.133,0.068,female
0.211,0.049,0.213,0.199,0.235,0.036,2.503,9.569,0.852,0.294,0.206,0.211,0.193,0.048,0.277,0.476,0.023,3.164,3.141,0.079,female
0.187,0.069,0.208,0.188,0.227,0.039,2.674,11.517,0.898,0.45,0.209,0.187,0.182,0.048,0.277,1.691,0.023,12.023,12,0.146,female
0.187,0.062,0.206,0.188,0.223,0.035,2.713,10.452,0.873,0.399,0.224,0.187,0.156,0.049,0.277,1.625,0.023,8.156,8.133,0.134,female
0.151,0.067,0.148,0.099,0.212,0.113,1.047,6.084,0.97,0.725,0.212,0.151,0.18,0.048,0.279,1.493,0.023,7.805,7.781,0.103,female
0.219,0.041,0.221,0.205,0.243,0.038,1.874,6.2,0.859,0.254,0.213,0.219,0.172,0.047,0.279,1.589,0.211,9.492,9.281,0.138,female
0.198,0.058,0.214,0.198,0.232,0.035,2.625,9.596,0.876,0.4,0.232,0.198,0.176,0.048,0.277,1.38,0.023,6.352,6.328,0.09,female
0.19,0.069,0.213,0.162,0.238,0.076,2.288,8.447,0.917,0.532,0.217,0.19,0.177,0.047,0.279,1.276,0.023,6.516,6.492,0.071,female
0.214,0.041,0.22,0.204,0.236,0.032,2.911,12.765,0.846,0.28,0.222,0.214,0.184,0.05,0.279,1.298,0.023,6.938,6.914,0.13,female
0.218,0.042,0.215,0.205,0.249,0.044,3.108,14.427,0.837,0.242,0.203,0.218,0.185,0.052,0.274,1.158,0.023,6.094,6.07,0.094,female
0.216,0.046,0.22,0.197,0.247,0.05,2.217,8.598,0.857,0.266,0.197,0.216,0.183,0.047,0.276,0.952,0.023,4.523,4.5,0.148,female
0.213,0.041,0.217,0.204,0.233,0.029,2.753,11.28,0.846,0.251,0.22,0.213,0.18,0.047,0.276,0.754,0.023,8.344,8.32,0.086,female
0.217,0.037,0.214,0.2,0.238,0.038,2.892,14.031,0.841,0.205,0.214,0.217,0.174,0.047,0.274,0.928,0.023,5.695,5.672,0.085,female
0.213,0.035,0.21,0.199,0.228,0.029,3.459,17.835,0.82,0.188,0.199,0.213,0.174,0.05,0.277,1.166,0.211,6.141,5.93,0.113,female
0.19,0.059,0.202,0.192,0.222,0.031,3.305,15.419,0.888,0.463,0.198,0.19,0.175,0.05,0.276,1.246,0.023,11.086,11.063,0.1,female
0.194,0.045,0.196,0.188,0.211,0.023,4.316,24.808,0.834,0.313,0.19,0.194,0.162,0.047,0.262,1.253,0.07,7.547,7.477,0.107,female
0.176,0.064,0.194,0.152,0.211,0.059,3.344,15.62,0.91,0.544,0.191,0.176,0.168,0.047,0.277,1.374,0.211,5.859,5.648,0.107,female
0.205,0.055,0.219,0.193,0.236,0.043,2.28,8.204,0.876,0.353,0.191,0.205,0.172,0.047,0.279,1.331,0.023,11.039,11.016,0.087,female
0.208,0.032,0.209,0.189,0.223,0.034,3.407,18.322,0.817,0.179,0.186,0.208,0.17,0.048,0.276,1.752,0.023,12.023,12,0.09,female
0.214,0.038,0.217,0.206,0.226,0.019,3.378,15.715,0.82,0.217,0.221,0.214,0.176,0.047,0.279,2.031,0.023,8.859,8.836,0.109,female
0.21,0.031,0.213,0.199,0.223,0.024,3.619,19.512,0.818,0.203,0.214,0.21,0.172,0.047,0.276,1.409,0.023,6.633,6.609,0.123,female
0.215,0.037,0.214,0.2,0.238,0.038,2.511,10.375,0.847,0.236,0.204,0.215,0.169,0.047,0.279,0.962,0.023,4.125,4.102,0.155,female
0.217,0.043,0.226,0.202,0.244,0.043,2.004,6.239,0.855,0.264,0.239,0.217,0.175,0.048,0.279,1.532,0.023,9.234,9.211,0.144,female
0.206,0.033,0.207,0.194,0.218,0.023,2.801,10.609,0.814,0.191,0.207,0.206,0.182,0.047,0.279,0.997,0.023,6.188,6.164,0.123,female
0.212,0.043,0.208,0.197,0.24,0.043,3.262,15.735,0.846,0.276,0.206,0.212,0.173,0.047,0.277,1.504,0.023,6.023,6,0.119,female
0.2,0.046,0.202,0.185,0.225,0.04,3.394,19.798,0.87,0.346,0.186,0.2,0.163,0.047,0.276,1.24,0.023,8.672,8.648,0.09,female
0.218,0.034,0.223,0.202,0.239,0.037,2.089,6.881,0.839,0.198,0.232,0.218,0.169,0.049,0.279,0.953,0.023,16.875,16.852,0.077,female
0.211,0.052,0.225,0.208,0.234,0.026,3.669,19.258,0.846,0.313,0.227,0.211,0.184,0.049,0.277,0.966,0.047,6.211,6.164,0.059,female
0.186,0.065,0.204,0.186,0.223,0.037,2.732,11.206,0.898,0.476,0.2,0.186,0.176,0.048,0.276,1.078,0.023,6.023,6,0.087,female
0.212,0.032,0.214,0.194,0.23,0.036,1.915,5.708,0.829,0.166,0.23,0.212,0.191,0.049,0.279,1.044,0.023,8.391,8.367,0.061,female
0.207,0.034,0.209,0.195,0.221,0.027,2.553,9.82,0.833,0.23,0.209,0.207,0.163,0.047,0.279,1.11,0.023,6.563,6.539,0.098,female
0.218,0.045,0.227,0.203,0.245,0.042,1.842,5.402,0.852,0.253,0.25,0.218,0.167,0.047,0.273,1.407,0.023,12.023,12,0.075,female
0.212,0.045,0.211,0.194,0.246,0.052,2.08,7.408,0.861,0.291,0.194,0.212,0.181,0.048,0.27,1.209,0.023,6.773,6.75,0.133,female
0.21,0.049,0.216,0.193,0.242,0.049,1.842,6.429,0.882,0.348,0.198,0.21,0.173,0.048,0.279,1.192,0.023,9.938,9.914,0.079,female
0.206,0.033,0.208,0.187,0.224,0.037,2.204,7.541,0.844,0.178,0.183,0.206,0.196,0.034,0.276,0.862,0.18,6.844,6.664,0.189,female
0.182,0.03,0.182,0.166,0.195,0.029,2.541,9.217,0.833,0.2,0.183,0.182,0.171,0.018,0.276,0.65,0.156,6.75,6.594,0.147,female
0.186,0.038,0.182,0.168,0.204,0.037,2.71,11.675,0.862,0.296,0.182,0.186,0.15,0.048,0.279,2.154,0.023,7.172,7.148,0.203,female
0.18,0.03,0.176,0.166,0.187,0.021,3.152,12.989,0.803,0.184,0.17,0.18,0.15,0.047,0.279,0.591,0.023,3.773,3.75,0.1,female
0.187,0.032,0.189,0.173,0.202,0.029,2.44,8.854,0.837,0.207,0.198,0.187,0.161,0.048,0.279,1.203,0.023,12.023,12,0.066,female
0.191,0.033,0.188,0.179,0.203,0.024,3.074,13.465,0.833,0.242,0.186,0.191,0.165,0.047,0.271,1.339,0.023,7.031,7.008,0.124,female
0.203,0.039,0.199,0.179,0.232,0.052,1.65,5.502,0.881,0.262,0.192,0.203,0.16,0.049,0.279,1.682,0.023,7.664,7.641,0.162,female
0.201,0.039,0.198,0.174,0.227,0.053,1.407,4.343,0.888,0.249,0.18,0.201,0.158,0.048,0.279,1.615,0.023,7.711,7.688,0.132,female
0.203,0.041,0.198,0.174,0.234,0.06,1.816,7.003,0.892,0.264,0.198,0.203,0.171,0.048,0.279,0.789,0.023,5.93,5.906,0.086,female
0.203,0.031,0.201,0.184,0.227,0.043,2.741,13.35,0.851,0.165,0.199,0.203,0.168,0.05,0.279,1.828,0.023,8.883,8.859,0.12,female
0.196,0.033,0.194,0.181,0.213,0.032,2.316,7.863,0.841,0.23,0.195,0.196,0.172,0.049,0.277,1.813,0.023,8.719,8.695,0.093,female
0.187,0.035,0.184,0.169,0.199,0.029,2.389,8.197,0.855,0.255,0.184,0.187,0.148,0.047,0.276,2.592,0.023,9.422,9.398,0.119,female
0.204,0.031,0.21,0.188,0.222,0.033,2.089,6.817,0.84,0.192,0.213,0.204,0.185,0.048,0.277,1.518,0.023,8.133,8.109,0.101,female
0.195,0.034,0.195,0.182,0.209,0.027,3.032,13.742,0.848,0.254,0.198,0.195,0.17,0.051,0.279,2.175,0.023,13.266,13.242,0.107,female
0.2,0.041,0.203,0.19,0.217,0.027,2.773,10.813,0.855,0.296,0.206,0.2,0.177,0.052,0.279,1.247,0.023,7.734,7.711,0.154,female
0.2,0.038,0.196,0.178,0.225,0.047,1.549,4.852,0.877,0.251,0.195,0.2,0.161,0.053,0.274,1.956,0.188,7.734,7.547,0.106,female
0.204,0.037,0.204,0.181,0.232,0.052,1.412,4.149,0.879,0.257,0.205,0.204,0.184,0.048,0.277,1.508,0.023,5.719,5.695,0.143,female
0.21,0.034,0.213,0.193,0.233,0.039,2.15,8.028,0.863,0.201,0.215,0.21,0.171,0.047,0.279,1.782,0.023,8.438,8.414,0.119,female
0.213,0.037,0.216,0.193,0.241,0.048,2.44,9.385,0.856,0.23,0.241,0.213,0.179,0.05,0.279,1.389,0.023,8.883,8.859,0.104,female
0.21,0.026,0.211,0.202,0.219,0.017,3.378,14.841,0.786,0.142,0.212,0.21,0.181,0.048,0.277,1.617,0.211,8.508,8.297,0.156,female
0.206,0.034,0.202,0.193,0.223,0.031,3.94,23.523,0.846,0.214,0.198,0.206,0.172,0.047,0.274,1.3,0.07,7.711,7.641,0.111,female
0.203,0.038,0.195,0.182,0.232,0.049,2.764,13.375,0.871,0.241,0.186,0.203,0.168,0.047,0.277,1.474,0.023,8.039,8.016,0.137,female
0.211,0.031,0.212,0.199,0.226,0.027,2.912,12.286,0.835,0.182,0.212,0.211,0.189,0.047,0.279,1.069,0.023,6.82,6.797,0.098,female
0.21,0.045,0.212,0.196,0.24,0.043,2.185,8.209,0.88,0.322,0.209,0.21,0.178,0.05,0.279,1.909,0.023,8.461,8.438,0.137,female
0.219,0.034,0.217,0.197,0.245,0.048,1.635,5.17,0.848,0.16,0.213,0.219,0.181,0.047,0.277,0.908,0.023,9.07,9.047,0.083,female
0.208,0.03,0.207,0.189,0.228,0.039,1.776,5.271,0.838,0.147,0.207,0.208,0.185,0.051,0.279,1.592,0.211,8.109,7.898,0.062,female
0.21,0.032,0.208,0.194,0.227,0.033,2.678,10.778,0.849,0.181,0.208,0.21,0.17,0.05,0.268,1.501,0.023,9.75,9.727,0.127,female
0.212,0.03,0.212,0.192,0.231,0.038,1.892,5.581,0.843,0.156,0.215,0.212,0.176,0.047,0.277,1.575,0.023,8.484,8.461,0.111,female
0.204,0.046,0.202,0.178,0.24,0.062,2.248,10.482,0.899,0.358,0.178,0.204,0.17,0.047,0.274,1.265,0.023,8.555,8.531,0.084,female
0.228,0.035,0.231,0.207,0.257,0.051,1.29,3.416,0.858,0.159,0.208,0.228,0.179,0.049,0.279,1.222,0.023,6.141,6.117,0.083,female
0.203,0.034,0.205,0.182,0.225,0.043,1.598,4.729,0.864,0.205,0.204,0.203,0.168,0.057,0.268,1.411,0.023,8.93,8.906,0.12,female
0.194,0.035,0.197,0.176,0.21,0.033,2.976,13.299,0.85,0.263,0.204,0.194,0.179,0.048,0.279,1.613,0.023,8.531,8.508,0.057,female
0.204,0.032,0.203,0.185,0.224,0.039,1.94,6.013,0.853,0.194,0.222,0.204,0.167,0.05,0.277,1.597,0.188,9.023,8.836,0.126,female
0.195,0.038,0.196,0.173,0.219,0.046,1.73,5.23,0.884,0.276,0.174,0.195,0.156,0.047,0.279,1.266,0.141,7.43,7.289,0.094,female
0.196,0.036,0.197,0.181,0.215,0.033,2.567,10.42,0.857,0.267,0.196,0.196,0.16,0.047,0.279,1.736,0.023,9.82,9.797,0.118,female
0.215,0.035,0.219,0.188,0.242,0.054,2.122,8.614,0.856,0.183,0.186,0.215,0.165,0.047,0.279,1.804,0.188,6.75,6.563,0.19,female
0.199,0.032,0.204,0.186,0.214,0.028,2.941,12.627,0.835,0.226,0.204,0.199,0.182,0.047,0.276,1.116,0.023,10.523,10.5,0.071,female
0.199,0.033,0.2,0.183,0.208,0.025,3.463,16.039,0.823,0.204,0.203,0.199,0.187,0.048,0.279,1.347,0.023,11.484,11.461,0.091,female
0.209,0.033,0.209,0.192,0.229,0.037,2.479,11.445,0.864,0.179,0.207,0.209,0.18,0.047,0.279,1.037,0.023,10.102,10.078,0.067,female
0.195,0.041,0.199,0.178,0.218,0.04,2.312,9.159,0.867,0.296,0.198,0.195,0.175,0.048,0.27,1.51,0.023,8.836,8.813,0.156,female
0.198,0.035,0.199,0.183,0.219,0.036,2.459,9.567,0.84,0.227,0.185,0.198,0.174,0.047,0.271,1.615,0.211,15.234,15.023,0.039,female
0.194,0.036,0.193,0.176,0.213,0.037,2.029,6.564,0.86,0.268,0.19,0.194,0.173,0.048,0.277,2.184,0.023,10.078,10.055,0.117,female
0.207,0.03,0.209,0.19,0.221,0.031,2.559,9.807,0.838,0.173,0.218,0.207,0.18,0.051,0.279,1.523,0.023,8.367,8.344,0.173,female
0.202,0.036,0.197,0.189,0.217,0.027,3.976,23.927,0.846,0.235,0.191,0.202,0.179,0.048,0.277,1.688,0.023,8.297,8.273,0.114,female
0.197,0.046,0.198,0.183,0.222,0.039,2.119,7.592,0.876,0.316,0.192,0.197,0.175,0.048,0.277,0.854,0.023,8.039,8.016,0.093,female
0.2,0.033,0.206,0.182,0.222,0.04,2.39,8.673,0.845,0.225,0.222,0.2,0.163,0.05,0.274,1.793,0.023,10.5,10.477,0.122,female
0.201,0.035,0.201,0.182,0.225,0.043,1.874,5.843,0.865,0.251,0.19,0.201,0.176,0.049,0.268,1.318,0.023,21.563,21.539,0.035,female
0.204,0.034,0.208,0.19,0.221,0.031,2.645,9.934,0.851,0.238,0.219,0.204,0.169,0.05,0.277,1.21,0.023,7.734,7.711,0.142,female
0.208,0.029,0.205,0.195,0.217,0.022,3.401,15.704,0.807,0.165,0.199,0.208,0.184,0.049,0.273,1.574,0.023,8.484,8.461,0.148,female
0.197,0.032,0.195,0.184,0.211,0.027,3.017,12.686,0.833,0.216,0.184,0.197,0.161,0.048,0.279,2.122,0.023,16.664,16.641,0.059,female
0.195,0.043,0.195,0.179,0.221,0.041,2.139,7.872,0.874,0.323,0.189,0.195,0.175,0.054,0.268,1.092,0.188,5.461,5.273,0.116,female
0.2,0.039,0.206,0.17,0.231,0.061,1.983,6.394,0.862,0.231,0.173,0.2,0.155,0.048,0.279,1.849,0.023,9.539,9.516,0.15,female
0.223,0.039,0.227,0.204,0.248,0.044,1.711,5.115,0.856,0.222,0.24,0.223,0.165,0.047,0.279,1.191,0.023,6.773,6.75,0.166,female
0.221,0.031,0.221,0.203,0.243,0.041,2.197,8.618,0.83,0.154,0.202,0.221,0.18,0.048,0.279,0.911,0.023,4.055,4.031,0.109,female
0.201,0.034,0.201,0.183,0.219,0.037,2.018,6.632,0.859,0.228,0.201,0.201,0.157,0.047,0.277,1.68,0.023,7.688,7.664,0.106,female
0.188,0.036,0.189,0.171,0.204,0.034,2.051,6.779,0.864,0.252,0.192,0.188,0.159,0.051,0.277,0.957,0.023,7.055,7.031,0.107,female
0.198,0.028,0.197,0.187,0.208,0.021,3.408,16.133,0.808,0.172,0.193,0.198,0.174,0.047,0.279,1.124,0.023,7.336,7.313,0.102,female
0.212,0.041,0.217,0.191,0.244,0.053,1.672,5.328,0.879,0.289,0.247,0.212,0.179,0.048,0.277,1.443,0.023,6.68,6.656,0.145,female
0.203,0.039,0.21,0.194,0.224,0.03,3.028,13.234,0.851,0.272,0.205,0.203,0.165,0.049,0.279,1.412,0.023,7.172,7.148,0.085,female
0.218,0.044,0.22,0.18,0.261,0.081,1.886,6.762,0.867,0.202,0.267,0.218,0.181,0.047,0.276,1.066,0.188,7.805,7.617,0.117,female
0.195,0.033,0.196,0.181,0.21,0.03,2.68,10.926,0.85,0.234,0.191,0.195,0.169,0.051,0.277,1.948,0.023,7.734,7.711,0.159,female
0.2,0.044,0.207,0.182,0.226,0.044,1.903,6.247,0.891,0.366,0.223,0.2,0.157,0.048,0.276,1.319,0.023,7.219,7.195,0.137,female
0.223,0.03,0.221,0.208,0.24,0.032,2.381,9.063,0.823,0.134,0.21,0.223,0.174,0.047,0.279,2.042,0.023,9.586,9.563,0.14,female
0.233,0.032,0.235,0.213,0.259,0.045,1.513,4.12,0.839,0.137,0.259,0.233,0.207,0.052,0.277,0.915,0.023,5.508,5.484,0.107,female
0.233,0.039,0.245,0.207,0.261,0.054,2.008,6.808,0.84,0.202,0.257,0.233,0.18,0.048,0.276,1.614,0.211,10.102,9.891,0.165,female
0.223,0.03,0.226,0.206,0.24,0.034,2.014,6.408,0.822,0.143,0.239,0.223,0.179,0.049,0.277,0.885,0.211,3.938,3.727,0.109,female
0.239,0.034,0.244,0.223,0.264,0.041,2.197,8.068,0.825,0.138,0.243,0.239,0.193,0.048,0.276,1.392,0.023,10.898,10.875,0.161,female
0.222,0.028,0.221,0.211,0.237,0.026,3.449,18.06,0.796,0.121,0.219,0.222,0.203,0.05,0.267,0.669,0.211,4.125,3.914,0.107,female
0.24,0.029,0.245,0.227,0.258,0.031,1.895,5.505,0.812,0.12,0.247,0.24,0.18,0.052,0.279,0.895,0.023,5.32,5.297,0.166,female
0.215,0.036,0.209,0.196,0.242,0.046,2.805,13.014,0.836,0.203,0.199,0.215,0.191,0.056,0.279,1.974,0.023,10.242,10.219,0.086,female
0.228,0.033,0.231,0.199,0.255,0.056,2.469,11.66,0.831,0.136,0.198,0.228,0.18,0.047,0.279,0.939,0.023,4.758,4.734,0.109,female
0.223,0.038,0.22,0.2,0.253,0.054,2.401,11.334,0.85,0.212,0.208,0.223,0.178,0.055,0.279,1.476,0.211,5.273,5.063,0.147,female
0.25,0.033,0.261,0.239,0.269,0.029,2.846,11.054,0.788,0.136,0.266,0.25,0.178,0.049,0.276,1.53,0.023,17.344,17.32,0.087,female
0.234,0.028,0.236,0.226,0.249,0.023,2.673,10.483,0.796,0.128,0.23,0.234,0.197,0.049,0.276,1.498,0.023,8.93,8.906,0.116,female
0.232,0.031,0.238,0.218,0.252,0.034,2.121,7.578,0.819,0.145,0.242,0.232,0.186,0.05,0.277,1.17,0.023,5.461,5.438,0.153,female
0.22,0.029,0.223,0.205,0.233,0.028,3.345,16.062,0.807,0.149,0.225,0.22,0.183,0.048,0.279,2.122,0.211,20.414,20.203,0.071,female
0.235,0.027,0.241,0.217,0.253,0.035,2.41,9.16,0.803,0.101,0.245,0.235,0.165,0.047,0.276,0.926,0.211,5.625,5.414,0.112,female
0.231,0.032,0.231,0.218,0.251,0.033,2.12,7.04,0.817,0.157,0.227,0.231,0.194,0.047,0.273,2.417,0.023,10.172,10.148,0.198,female
0.234,0.026,0.236,0.224,0.246,0.023,3.55,18.91,0.781,0.108,0.236,0.234,0.203,0.052,0.279,0.752,0.023,2.039,2.016,0.158,female
